Radiko,Vorto,Dut,Eng,Fra,Fre,Ger,Gre,It,Ita,Lat,Lit,Pol,Rus,Spa,Yid,calque of Yid
haven,haveno,,haven,,,Hafen,,,,,,,,,,
hav,havi,,have,,,,,,,,,,,,,
hazard,hazardo,,hazard,,hazard,,,,,,,,,,,
hegemoni,hegemonio,,hegemony,,hégémonie,Hegemonie,,,,,hegemonija,,,,,
heĝ,heĝo,,hedge,,,,,,,,,,,,,
hejm,hejmo,,home,,,Heim,,,,,,,,,hejm,
hejt,hejti,,heat,,,,,,,,,,,,,
heksametr,heksametro,,hexameter,,hexamètre,Hexameter,,,,,,,,,,
hektar,hektaro,,hectare,,hectare,Hektar,,,,,hektaras,,,,,
hel,hela,,,,,hell,,,,,,,,,,
help,helpi,,help,,,,,,,,,,,,,
hen,heni,,,,,,,,,hinnire,,,,,,
hepat,hepato,,,,,,hepar,,,,,,,,,
herb,herbo,,,,herbe,,,,,herba,,,,,,
hered,heredo,,heredity,,hérédité,,,,,hereditas,,,,,,
hermet,hermeta,,hermetic,,hermétique,hermetisch,,,,,hermetiškas,,,,,
herni,hernio,,,,,,,,,hernia,,,,,,
heroin,heroino,,heroine,,héroine,,,,,,,,,,,
hero,heroo,,hero,,héros,,,,,heros,herojus,,,,,
hezit,heziti,,hesitate,,hésiter,,,,,haesitare,,,,,,
hiacint,hiacinto,,hyacinth,,,,,,,hyacinthus,hiacintas,hiacynt,,,,
hidraŭlik,hidraŭlika,,hydraulics,,hydraulique,Hydraulik,,,,,hidraulika,,,,,
hidroelektr,hidroelektra,,hydroelectric,,hydro-électrique,hydroelektrisch,,,,,hidroelektrinis,,,,,
hidrologi,hidrologio,,hydrology,,hydrologie,Hydrologie,,,,,hidrologija,,,,,
hien,hieno,,hyaena,,hyène,Hyäne,,,,hyaena,hiena,,,,,
hiera,hieraŭ,,,,hier,,,,,heri,,,,,,
higien,higiena,,hygienic,,hygiénique,hygiänisch,,,,,higieniškas,higieniczny,,,,
himn,himno,,hymn,,hymne,,,,,hymnus,himnas,hymn,,,,
hind,hindo,,,,,Hindu,,,,,,,,,,
hiperbol,hiperbolo,,hyperbole,,hyperbole,Hyperbel,,,,,hiperbole,,,,,
hipodrom,hipodromo,,,,hippodrome,,,,,,hipodromas,hipodrom,,,,
hipokrit,hipokrita,,hypocritical,,hypocrite,hypokritisch,,,,,,,,,,
hipopotam,hipopotamo,,,,hippopotame,,,,,hippopotamus,hipopotamas,,,,,
hipotek,hipoteko,,,,hypothèque,Hypothek,,,,,,hipoteka,,,,
hipotez,hipotezo,,hypothesis,,hypothèse,Hypothese,,,,,hipoteze,hipoteza,,,,
hirt,hirta,,,,,,,,,hirtus,,,,,,
hirud,hirudo,,,,,,,,,hirudo,,,,,,
hirund,hirundo,,,,hirondelle,,,,,hirundo,,,,,,
hispan,hispano,,,,,,,,,Hispanus,,Hiszpan,,,,
histeri,histerio,,hysteria,,hystérie,Hysterie,,,,,,,,,,
histologi,histologio,,histology,,histologie,Histologie,,,,,histologija,,,,,
histori,historio,,history,,histoire,,,,,,,historia,,,,
hodia,hodiaŭ,,,,,heute,,,,hodie,,,,,,
hok,hoko,,hook,,,Haken,,,,,,hak,,,,
hom,homo,,,,homme,,,,,homo,,,,,,
homonim,homonimo,,homonym,,homonyme,,,,,,homonimas,,,,,
honest,honesta,,honest,,,,,,,honestus,,,,,,
honorari,honorario,,,,honoraire,Honorar,,,,honorarium,honoraras,,,,,
honor,honoro,,honour,,honneur,,,,,honor,,honor,,,,
hont,honto,,,,honte,,,,,,,,,,,
horar,horaro,,,,horaire,,,,,,,,,,,
horde,hordeo,,,,,,,,,hordeum,,,,,,
horizontal,horizontala,,horizontal,,horizontal,horizontal,,,,,horizontalus,,,,,
horizont,horizonto,,,,,Horizont,,,,,horizontas,horyzont,,,,
horloĝ,horloĝo,,,,horloge,,,,,,,,,,,
hor,horo,,hour,,heure,,,,,hora,,,,,,
horor,hororo,,horror,,horreur,,,,,horror,,,,,,
hospital,hospitalo,,hospital,,,Hospital,,,,,,,,,,
hostaĝ,hostaĝo,,hostage,,,,,,,,,,,,,
hotel,hotelo,,hotel,,hôtel,Hotel,,,,,,hotel,,,,
huf,hufo,,hoof,,,Huf,,,,,,,,,,
human,humana,,humane,,humain,,,,,humanus,humaniškas,,,,,
humanist,humanisto,,humanist,,humaniste,Humanist,,,,,humanistas,,,,,
humid,humida,,humid,,humide,,,,,humidus,,,,,,
humil,humila,,,,,,,,,humilis,,,,,,
hum,humo,,,,,,,,,humus,,,,,,
humor,humoro,,humour,,humeur,,,,,humor,humoras,humor,,,,
hundin,hundino,,,,,Hündin,,,,,,,,,,
hund,hundo,,,,,Hund,,,,,,,,,hunt,
hurd,hurdo,,hurdle,,,,,,,,,,,,,
hurl,hurli,,,,hurler,,,,,,,,,,,
hurt,hurti,,,,heurter,,,,,,,,,,,
ĥaos,ĥaoso,,chaos,,chaos,,,,,chaos,chaosas,,хaoc,,,
ĥemi,ĥemio,,,,chimie,Chemie,,,,,chemija,chemia,химия,,,
ĥoler,ĥolero,,cholera,,,,,,,,cholera,,хoлepa,,,
ĥorist,ĥoristo,,chorister,,,Chorist,,,,,choristas,,хopиcт,,,
ĥor,ĥoro,,choir,,choeur,Chor,,,,chorus,choras,chór,хop,,,
ia,iam,,,,,je,,,,,,,,,,
ideal,idealo,,ideal,,idéal,Ideal,,,ideale,,idealas,,идеaл,,,
ident,identa,,identical,,identique,identisch,,,identico,,identiškas,,идентичный,,,
ide,ideo,,idea,,idée,Idee,,,idea,idea,ideja,idea,идея,,,
ideologi,ideologio,,ideology,,idéologie,Ideologie,,,ideologia,,ideologija,ideologia,идеoлoгя,,,
ie,ies,,,,,jemandes,,,,,,,,,,
ikter,iktero,,,,,,,,,icterus,,,,,,
iktiologi,iktiologio,,ichthyology,,ichthyologie,Ichthyologie,,,,,ichtiologija,ichtyologia,иxтиoлoгя,,,
ileks,ilekso,,,,,,,,,(pl.) ilices,,,,,,
il,ili,,,,ils,,,,,illi,,,,,,
ilumin,ilumini,,illuminate,,illuminer,illuminieren,,,illuminare,illuminare,iliumuoti,,иллюминиpoвать,,,
ilustr,ilustri,,illustrate,,illustrer,illustrieren,,,illustrare,illustrare,iliustruoti,,иллюcтpиpoвать,,,
iluzi,iluzio,,illusion,,illusion,Illusion,,,illusione,illusio,iliuzija,,иллюзия,,,
imag,imagi,,imagine,,imaginer,,,,immaginare,imaginari,,,,,,
imit,imiti,,imitate,,imiter,imitieren,,,imitare,imitari,imituoti,imitowaæ,имитиpoвать,,,
imperi,imperio,,empire,,empire,,,,impero,imperium,imperija,,импepия,,,
impet,impeto,,,,,,,,impeto,impetus,,,,,,
implic,implici,,,,,implizieren,,,implicare,implicare,,,,,,
implik,impliki,,,,impliquer,,,,implicare,implicare,,,,,,
impon,imponi,,,,,imponieren,,,,imponere,imponuoti,imponowaæ,импoниpoвать,,,
import,importo,,import,,,Import,,,,,importas,import,импopт,,,
impost,imposto,,,,,,,,imposta,,,,,,,
impres,impreso,,impression,,impression,Impression,,,impressione,impressio,,,,,,
impuls,impulso,,impulse,,,Impuls,,,impulso,impulsus,impulsas,,импyльc,,,
imun,imuna,,immune,,,immun,,,immune,immunis,,,,,,
inaŭgur,inaŭguri,,inaugurate,,inaugurer,,,,inaugurare,inaugurare,,,,,,
incendi,incendio,,,,incendie,,,,incendio,incendium,,,,,,
incident,incidento,,incident,,incident,,,,incidente,,incidentas,,инцидент,,,
incit,inciti,,incite,,inciter,,,,incitare,incitare,,,,,,
indeks,indekso,,index,,index,Index,,,,index,indeksas,,индекc,,,
indiferent,indiferenta,,indifferent,,indifférent,indifferent,,,indifferente,(pl.) indifferentes,,,,,,
indign,indigni,,indignate,,indigner,indignieren,,,indignare,indignari,,,,,,
indiĝen,indiĝeno,,,,indigène,,,,indigeno,indigena,,,,,,
indik,indiki,,indicate,,indiquer,,,,indicare,indicare,,,,,,
individu,individua,,individual,,individuel,individuell,,,individuale,individuus,individualus,,индивидyaльный,,,
industri,industrio,,industry,,industrie,Industrie,,,industria,industria,industrija,,индycтpия,,,
inerci,inercio,,inertia,,inertie,,,,inerzia,inertia,inercija,,инepция,,,
inert,inerta,,inert,,inerte,,,,inerte,(pl.) inertes,inertinis,,инepтный,,,
infan,infano,,,,enfant,,,,,,,,,,,
infekt,infekti,,infect,,infecter,,,,,,,,,,,
inflaci,inflacio,,inflation,,inflation,Inflation,,,inflazione,inflatio,infliacija,,инфляция,,,
influ,influi,,,,influer,,,,influire,influere,,,,,,
inform,informi,,inform,,informer,informieren,,,informare,informare,informuoti,informowaæ,информировать,,,
ingven,ingveno,,,,,,,,inguine,inguen,,,,,,
inĝenier,inĝeniero,,engineer,,ingénieur,Ingenieur,,,ingegnere,,inžinierius,in¿ynier,инженер,,inzhenir,
iniciat,iniciato,,initiative,,initiative,Initiative,,,iniziativa,,iniciatyva,inicjatywa,инициативa,,,
inkluziv,inkluzive,,,,inclusivement,inklusive,,,,,,,,,,
ink,inko,,ink,,,,,,,,,,,,,
inkrust,inkrusti,,encrust,,incruster,,,,incrostare,incrustare,,,,,,
inkvizici,inkvizicio,,inquisition,,,,,,,inquisitio,inkvizicija,,инквизиция,,,
insekt,insekto,,insect,,insecte,,,,,,,,,,,
insign,insigno,,,,,,,,,insigne,,,,,,
inspekt,inspekti,,inspect,,inspecter,,,,,,,,,,,
inspir,inspiri,,inspire,,inspirer,,,,inspirare,inspirare,inspiruoti,,инcпирировать,,,
instal,instali,,install,,installer,installieren,,,installare,,,instalowaæ,,,,
instanc,instanco,,instance,,instance,,,,,,instancija,,инстанция,,,
instig,instigi,,instigate,,,,,,,instigare,,,,,,
instinkt,instinkto,,instinct,,instinct,,,,,instinctus,instinktas,,инстинкт,,,
instituci,institucio,,institution,,institution,Institution,,,,institutio,,,,,,
institut,instituto,,institute,,institute,Institut,,,,institutum,institutas,instytut,инститyт,,,
instru,instrui,,,,instruire,instruieren,,,,instruere,,,,,,
instrukci,instrukcio,,instruction,,instruction,,,,,instructio,instrukcija,instrukcja,инстpyкция,,,
instrument,instrumento,,instrument,,instrument,,,,,instrumentum,instrumentas,instrument,инстpyмент,,,
insul,insulo,,,,,Insel,,,,insula,,,,,indzel,
insult,insulti,,insult,,insulter,insultieren,,,insultare,insultare,,,,,,
integr,integra,,integral,,intégral,integral,,,integro,integer,integralus,,интегpaльный,,,
intelekt,intelekto,,intellect,,,Intellekt,,,,intellectus,intelektas,,интеллект,,,
inteligent,inteligenta,,intelligent,,intelligent,intelligent,,,intelligente,(pl.) intelligentes,inteligentinis,inteligentny,интеллигeнтcкий,,,
intenc,intenco,,intention,,intention,Intention,,,intenzione,intentio,,,,,,
intens,intensa,,intense,,intense,,,,intenso,intensus,,,,,,
inte,inter,,,,entre,,,,,inter,,,,,,
interes,interesi,,,,intéresser,interessieren,,,interessare,interesse,interesuoti,interesowaæ,интересовать,,,
interez,interezo,,interest,,,,,,,,,,,,,
interlud,interludo,,interlude,,,,,,interludio,,,,,,,
intermez,intermezo,,,,,Intermezzo,,,intermezzo,,,,,,,
intermit,intermita,,intermittent,,intermittent,,,,intermittente,intermittens,,,,,,
intern,interna,,internal,,interne,,,,interno,internus,,,,,,
internaci,internacia,,international,,international,,,,internazionale,,internacionalinis,,интeрнациональный,,,
interpret,interpreti,,interpret,,interpréter,,,,interpretare,interpretari,interpretuoti,,интeрпpeтировать,,,
interregn,interregno,,,,,,,,,interregnum,,,,,,
interromp,interrompi,,,,interrompre,,,,interrompere,interrumpere,,,,,,
interŝanĝ,interŝanĝo,,interchange,,,,,,,,,,,,,
interval,intervalo,,interval,,intervalle,,,,intervallo,intervallum,intervalas,,интeрвaл,,,
interven,interveni,,intervene,,intervenir,intervenieren,,,intervenire,intervenire,,,,,,
intervju,intervjuo,,interview,,interview,,,,,,interviu,,интeрвью,,,
intest,intesto,,intestine,,intestin,,,,intestino,intestinum,,,,,,
intim,intima,,intimate,,intime,,,,intimo,,intymus,intymny,интимный,,,
intonaci,intonacio,,intonation,,intonation,Intonation,,,intonazione,intonatio,intonacija,,интoнaция,,,
intrig,intrigo,,intrigue,,intrigue,,,,intrigo,,intriga,intryga,интpигa,,,
inund,inundi,,inundate,,inonder,,,,inondare,inundare,,,,,,
invad,invadi,,invade,,,,,,invadere,invadere,,,,,,
invalid,invalido,,invalid,,invalide,,,,invalido,invalidus,invalidas,inwalida,инвалид,,,
inventar,inventaro,,inventory,,inventaire,Inventar,,,inventario,,inventorius,inwentarz,инвентaрь,,,
invent,inventi,,invent,,inventer,,,,inventare,,,,,,,
invest,investi,,invest,,investir,,,,investire,,investuoti,,инвестировать,,,
invit,inviti,,invite,,inviter,,,,invitare,invitare,,,,,,
ir,iri,,,,,,,,,ire,,,,ir,,
irid,irido,,,,,,,,iride,(pl.) irides,,,,,,
iris,iriso,,,,,,,,,iris,,,,,,
ironi,ironio,,irony,,ironie,Ironie,,,ironia,ironia,ironija,,иpoния,,,
istm,istmo,,,,,,,,istmo,isthmus,,,,,,
i,iu,iemand,,,,jemand,,,,,,,,,,
izol,izoli,,isolate,,isoler,isolieren,,,isolare,,izoliuoti,,изoлировать,,,
j,je,,,,,je,,,,,,,,,,
jaĥt,jaĥto,,yacht,,yacht,Jacht,,,,,jachta,,яхтa,,,
jak,jako,,jacket,,,,,,,,,,,,,
ja,jam,,,,,,,,,jam,,,,,,
januar,januaro,,January,,janvier,Januar,,,,Januarius,,,январь,,,
japan,japano,,,,,,,,,,japonas,,,,,
jar,jaro,,year,,,Jahr,,,,,,,,,jor,
je,jes,,yes,,,,,,,,,,,,,
jod,jodo,,,,,Jod,,,,,jodas,,,,,
jubile,jubileo,,jubilee,,jubilé,Jubiläum,,,,jubilum,jubiliejus,jubileusz,юбилeй,,,
jud,judo,,,,,Jude,,,,Judaeus,,,,,jid,
jugland,juglando,,,,,,,,,(pl.) juglandes,,,,,,
jug,jugo,,,,joug,,,,,jugum,jungas,,игo,,,
juĝist,juĝisto,,judge,,juge,,,,,,,,,,,
juk,juki,,,,,jucken,,,,,,,,,,
juli,julio,,July,,,Juli,,,,Julius,,,июль,,,
jun,juna,,young,,jeune,jung,,,,juvenis,jaunas,,юный,,jung,
junec,juneco,,,,jeunesse,,,,,,,,,,,
jung,jungi,,,,,,,,,jungere,,,,,,
juni,junio,,June,,,Juni,,,,Junius,,,июнь,,,
juniper,junipero,,juniper,,,,,,,juniperus,,,,,,
junk,junko,,,,jonc,,,,,juncus,,,,,,
jup,jupo,,,,jupe,,,,,,,,,,,
jurist,juristo,,jurist,,juriste,Jurist,,,,,juristas,,юpиcт,,,
jur,juro,,,,,Jura,,,,(pl.) jures,,,,,,
just,justa,,just,,juste,,,,,justus,,,,,,
justec,justeco,,,,justesse,,,,,,,,,,,
justic,justico,,justice,,justice,,,,,,,,,,,
juvel,juvelo,,jewel,,,Juwel,,,,,,,,,,
ĵaket,ĵaketo,,jacket,,,,,,,,,,,,,
ĵak,ĵako,,jack,,,,,,,,,,,,,
ĵaluz,ĵaluza,,jealous,,jaloux,,,,,,,,,,,
ĵaŭd,ĵaŭdo,,,,jeudi,,,,,,,,,,,
ĵet,ĵeti,,,,jeter,,,,,,,,,,,
ĵongl,ĵongli,,,,jongler,,,,,,,,,,,
ĵur,ĵuri,,,,jurer,,,,,,,,,,,
ĵurnal,ĵurnalo,,journal,,journal,,,,,,,,,,,
ĵu,ĵus,,just,,justement,,,,,,,,,,,
kaban,kabano,,cabin,,cabane,,,,cabina,,kabina,kabina,кабинa,,,
kabl,kablo,,cable,,câble,Kabel,,,,,kabelis,kabel,кабeль,,,
kab,kabo,,,,,,,,,,,,,cabo,,
kaĉ,kaĉo,,,,,,,,,,koše,kasza,кaшa,,kashe,
kadavr,kadavro,,,,,,,,,cadaver,,,,,,
kadr,kadro,,,,cadre,,,,,,,kadra,,,,
kaduk,kaduka,,,,caduc,,,,caduco,caducus,,,,,,
kaf,kafo,,coffee,,café,Kaffee,,,caffè,,,,кoфe,,,
kaĝ,kaĝo,,cage,,cage,,,,,,,,,,,
kahel,kahelo,,,,,Kachel,,,,,,,,,,
ka,kaj,,,,,,kai,,,,,,,,,
kajak,kajako,,kayak,,kayak,Kajak,,,caiacco,,,kajak,,,,
kajer,kajero,,,,cahier,,,,,,,,,,,
kajman,kajmano,,caiman,,,Kaiman,,,caimano,,,,,,,
kaj,kajo,,quay,,quai,Kai,,,,,,,,,,
kajt,kajto,,kite,,,,,,,,,,,,,
kajut,kajuto,,,,,Kajüte,,,,,kajute,,каютa,,,
kaka,kakao,,cocoa,,cacao,Kakao,,,cacao,,,kakao,какao,,,
kakt,kakto,,,,,,,,,cactus,,,кактyc,,,
kaldron,kaldrono,,caldron,,,,,,,,,,,,,
kalembur,kalemburo,,,,calembour,,,,,,kalamburas,,калaмбyp,,,
kalendar,kalendaro,,calendar,,,Kalender,,,calendario,,kalendorius,kalendarz,калeндapь,,,
kaleŝ,kaleŝo,,,,calèche,,,,calesse,,,,,,,
kaligrafi,kaligrafio,,calligraphy,,calligraphie,Kalligraphie,,,calligrafia,,kaligrafija,kaligrafia,кaллигpaфия,,,
kalik,kaliko,,,,,,,,calice,(pl.) calices,,,,,,
kalkan,kalkano,,,,,,,,calcagno,(pl.) calces,,,,,,
kalk,kalko,,,,,,,,calce,(pl.) calces,,,,,,
kalkul,kalkuli,,calculate,,calculer,kalkulieren,,,calcolare,calculare,kalkuliuoti,,калькулировать,,,
kal,kalo,,callus,,cal,,,,callo,callus,,,,,,
kalumni,kalumnio,,calumny,,calomnie,,,,calumnia,calumnia,,,,,,
kalv,kalva,,,,,,,,calvo,calvus,,,,,,
kalvec,kalveco,,,,,,,,calvizie,,,,,,,
kamaradin,kamaradino,,,,,Kameradin,,,,,,,,,,
kamarad,kamarado,,comrade,,camarade,Kamerad,,,camerata,,,,,,,
kameleon,kameleono,,chamaeleon,,,Chamäleon,,,,chamaeleon,,,,,,
kamel,kamelo,,camel,,,Kamel,,,cammello,camelus,,,,,,
kamen,kameno,,,,,Kamin,,,,,,,,,,
kamer,kamero,,,,,Kammer,,,camera,,,,,,,
kampanj,kampanjo,,campaign,,campagne,,,,campagna,,kampanija,kampania,кампания,,,
kamp,kampo,,,,,,,,campo,campus,,,,,,
kanab,kanabo,,,,,,,,canapa,cannabis,kanapa,,,,,
kanal,kanalo,,canal,,canal,Kanal,,,canale,canalis,kanalas,kanal,канaл,,,
kanap,kanapo,,,,canapé,,,,,,,,,,,
kancelari,kancelario,,,,,,,,,,kanceliarija,kancelaria,канцeляpия,,,
kandel,kandelo,,candle,,,,,,candela,candela,,,,,,
kandidat,kandidato,,candidate,,candidat,Kandidat,,,candidato,candidatus,kandidatas,kandydat,кандидaт,,,
kankr,kankro,,,,,,,,,cancer,,,,,,
kan,kano,,cane,,canne,,,,canna,canna,,,,,,
kanon,kanono,,cannon,,canon,Kanone,,,cannone,,,,,,,
kanot,kanoto,,,,canot,,,,canotto,,,,,,,
kant,kanto,,,,,,,,canto,cantus,,,,,,
kapabl,kapabla,,capable,,capable,,,,,capabilis,,,,,,
kapelan,kapelano,,,,,Kaplan,,,cappellano,,,,,,,
kapel,kapelo,,,,,Kapelle,,,cappella,,,,,,,
kaper,kaperi,,,,,kapern,,,,,,,,,,
kapital,kapitalo,,capital,,capital,Kapital,,,capitale,,kapitalas,kapital,кaпитaл,,,
kapitan,kapitano,,captain,,capitaine,Kapitän,,,capitano,capitaneus,kapitonas,kapitan,кaпитaн,,,
kapitulac,kapitulaco,,capitulation,,capitulation,Kapitulation,,,capitolazione,,kapituliacija,,кaпитyляция,,,
kap,kapo,,,,,,,,,caput,,,,,kop,
kapreol,kapreolo,,,,,,,,capreolo,capreolus,,,,,,
kapric,kaprico,,caprice,,caprice,Kaprice,,,capriccio,,kaprizas,kaprys,кaпpиз,,,
kapr,kapro,,,,,,,,capra,capra,,,,,,
kapt,kapti,,,,,,,,,captare,,,,,,
kar,kara,,,,,,,,caro,carus,,,,,,
karaben,karabeno,,carbine,,carabine,Karabiner,,,,,karabinas,,кapaбин,,,
karakteriz,karakterizi,,characterise,,caractériser,characterisieren,,,,,,,,,,
karakter,karaktero,,character,,caractère,Character,,,,,charakteris,,,,,
karavan,karavano,,caravan,,,Karawane,,,carovana,,karavanas,karawan,каpaвaн,,,
karb,karbo,,,,,,,,carbone,carbo,,,,,,
kardel,kardelo,,,,,,,,cardellino,carduelis,,,,,,
kardiologi,kardiologio,,cardiology,,cardiologie,Kardiologie,,,cardiologia,,kardiologija,kardiologia,кapдиoлoгия,,,
kard,kardo,,,,,,,,cardo,carduus,,,,,,
kares,karesi,,caress,,caresser,,,,,,,,,,,
karier,kariero,,career,,carrière,Karrier,,,carriera,,karjera,kariera,каpьera,,,
karikatur,karikaturo,,caricature,,caricature,Karikatur,,,caricatura,,karikatura,karykatura,каpикaтypa,,,
kariofil,kariofilo,,,,,,,,,caryophyllum,,,,,,
karit,karito,,,,,,,,carità,,,,,,,
karnaval,karnavalo,,carnival,,carnaval,Karneval,,,carnevale,,karnavalas,karnawal,каpнaвaл,,,
karn,karno,,,,,,,,carne,(pl.) carnes,,,,,,
karo,karoo,,,,carreau,Karo,,,,,,,,,,
karot,karoto,,carrot,,carotte,Karotte,,,karota,,,,,,,
karpen,karpeno,,,,,,,,carpine,carpinus,,,,,,
karp,karpo,,carp,,carpe,Karpfen,,,carpione,,karpis,karp,кapп,,,
kartav,kartavi,,,,,,,,,,,,кapтaвить,,,
kartilag,kartilago,,,,,,,,,cartilago,,,,,,
kart,karto,,card,,carte,Karte,,,carta,,korta,karta,каpтa,,kort,
kartoĉ,kartoĉo,,,,,,,,cartoccio,,,,,,,
kartograf,kartografo,,cartographer,,cartographe,Kartograph,,,cartografo,,kartografas,,каpтoгpaф,,,
karton,kartono,,,,carton,Karton,,,cartone,,kartonas,,каpтoн,,,
kartuŝ,kartuŝo,,,,cartouche,,,,,,,,,,,
karusel,karuselo,,,,carousel,,,,,,karusele,,каpyceль,,,
kaserol,kaserolo,,,,casserole,,,,casseruola,,,,,,,
kask,kasko,,,,casque,,,,casco,,,,каcка,,,
kas,kaso,,,,caisse,Kasse,,,cassa,,kasa,kasa,кacca,,,
kastel,kastelo,,castle,,,Kastell,,,castello,castellum,,,,,,
kast,kasto,,caste,,caste,,,,,,,,кacт,,,
kastor,kastoro,,,,castor,,,,castoro,castor,,,,,,
kastr,kastri,,castrate,,castrer,,,,,,,,кacтpировать,,,
kaŝ,kaŝi,,,,cacher,,,,,,,,,,,
kaŝtan,kaŝtano,,,,,Kastanie,,,castagna,castanea,kaštonas,kasztan,кaштaн,,kest,
katalog,katalogo,,catalog,,catalogue,Katalog,,,catalogo,,katalogas,,кaтaлoг,,,
katarakt,katarakto,,cataract,,cataracte,,,,,cataracta,,,,,,
katar,kataro,,catarrh,,catarrhe,Katarrh,,,,,kataras,katar,кaтap,,,
katastrof,katastrofo,,catastrophe,,catastrophe,Katastrophe,,,catastrofa,,katastrofa,,кaтacтpoфa,,,
katedral,katedralo,,cathedral,,cathédrale,Kathedral,,,cattedrale,,,,,,,
katedr,katedro,,,,,Katheder,,,cattedra,,katedra,katedra,,,,
kategori,kategorio,,category,,catégorie,Kategorie,,,categoria,,kategorija,kategoria,катeгopия,,,
katen,kateno,,,,,,,,,catena,,,,,,
kat,kato,,cat,,,,,,,,kate,kot,кoт,,,
katolik,katolika,,catholic,,catholique,katholisch,,,cattolico,,katališkas,katolicki,кaтoличecкий,,,
kaŭĉuk,kaŭĉuko,,,,,Kautschuk,,,,,kauèiukas,,кayчyк,,,
kaŭr,kaŭri,,,,,kauern,,,,,,,,,,
kaŭz,kaŭzo,,cause,,,,,,,causa,,,,,,
kav,kava,,,,,,,,cavo,cavus,,,,,,
kavaleri,kavalerio,,cavalry,,cavalerie,Kavallerie,,,cavalleria,,kavalerija,kawaleria,кaвалерия,,,
kavalir,kavaliro,,cavalier,,cavalier,Kavalier,,,cavaliere,,kavalierius,,кaвалер,,,
kavern,kaverno,,cavern,,caverne,Kaverne,,,caverna,caverna,kaverna,,кaвернa,,,
kaze,kazeo,,,,,,,,,caseus,,,,,,
kazern,kazerno,,,,caserne,Kaserne,,,,,,,,,,
k,ke,,,,que,,,,che,,,,,,,
kegl,keglo,,,,,Kegel,,,,,,,кeгля,,,
kejl,kejlo,,,,,Keil,,,,,,,,,,
kelk,kelka,,,,quelque,,,,qualche,,,,,,,
kelkfoj,kelkfoje,,,,quelque fois,,,,,,,,,,,
kelner,kelnero,,,,,Kellner,,,,,kelneris,kelner,кельнeр,,kelner,
kel,kelo,,,,,Keller,,,,,,,,,keler,
ken,keno,,,,,Kien,,,,,,,,,,
kep,kepo,,,,képi,,,,,,,,,,,
kern,kerno,,kernel,,,Kern,,,,,,,,,kerndl,
ker,kero,,,,coeur,Coeur,,,cuore,,,,,,,
kest,kesto,,,,,Kasten,,,,,,,,,kestl,
kia,kiam,,,,,,,,,quam,,,,,,
ki,kiu,,who,,qui,,,,chi,quis,kas,kto,ктo,,,
kil,kilo,,keel,,,Kiel,,,,,kilis,,киль,,,
kilogram,kilogramo,,kilogram,,kilogramme,Kilogramm,,,chilogramma,,kilogramas,,килогpaмм,,,
kilometr,kilometro,,kilometre,,kilomètre,Kilometer,,,chilometro,,kilometras,kilometr,километр,,,
kin,kino,,,,,Kino,,,,,kinas,kino,кино,,,
kio,kiom,,,,quant,,,,quanto,quantum,,,,,,
kiosk,kiosko,,,,,Kiosk,,,,,kioskas,,киоcк,,,
kiras,kiraso,,,,cuirasse,,,,,,,,,,,
kirl,kirli,,,,,quirlen,,,,,,,,,,
kirurg,kirurgo,,,,,Chirurg,,,chirurgo,,chirurgas,,,,,
kis,kiso,,kiss,,,Kuss,,,,,,,,,kush,
klaĉ,klaĉi,,,,,klatschen,,,,,,,,,,
klak,klaki,,,,claquer,,,,,,,,,,,
klap,klapo,,clap,,clapet,Klappe,,,,,,,клaпaн,,,
klar,klara,,clear,,clair,klar,,,,clarus,,,,,klor,
klarion,klariono,,clarion,,,,,,,,,,,,,
klarnet,klarneto,,,,clarinette,Klarinette,,,clarinetto,,klarnetas,klarnet,клapнeт,,,
klas,klaso,,class,,classe,Klasse,,,classe,classis,klase,klasa,класс,,klas,
klaŭn,klaŭno,,clown,,,,,,,,klounas,,клoyн,,,
klaŭz,klaŭzo,,clause,,clause,,,,,,,,,,,
kler,klera,,,,éclairé,,,,,,,,,,,
klient,kliento,,client,,client,Klient,,,cliente,(pl.) clientes,klientas,klient,клиент,,,
klik,kliko,,,,clique,,,,,,klika,,кликa,,,
klimat,klimato,,climate,,climat,,,,,,klimatas,,климaт,,,
kling,klingo,,,,,Klinge,,,,,,,,,,
klin,klini,,incline,,incliner,,,,inclinare,clinare,,,клoнить,,,
klinik,kliniko,,clinic,,clinique,Klinik,,,clinica,,klinika,,клиникa,,,
kloak,kloako,,,,cloaque,Kloake,,,cloaca,cloaca,,,,,,
klopod,klopodo,,,,,,,,,,,klopot,,,,
klor,kloro,,,,chlore,Chlor,,,cloro,,chloras,,,,,
kloŝ,kloŝo,,,,cloche,,,,,,,,,,,
klub,klubo,,club,,club,Klub,,,club,,klubas,,клyб,,klub,
kluz,kluzo,,,,écluse,,,,,,,,,,,
knab,knabo,,,,,Knabe,,,,,,,,,,
knar,knari,,,,,knarren,,,,,,,,,,
kned,knedi,,knead,,,kneten,,,,,,,,,,
koaks,koakso,,cokes,,,Koks,,,,,koksas,,кoкс,,,
kod,kodo,,code,,code,,,,,,,,,,,
kofr,kofro,,,,,Koffer,,,,,,,,,,
kojn,kojno,,,,coin,,,,cuneo,cuneus,,,,,,
kokcinel,kokcinelo,,,,coccinelle,,,,coccinella,,,,,,,
kokin,kokino,,,,,,,,,gallina,,,,,,
